Book_Id,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
082173864X,Stranger's Embrace (Heartfire Romance),"Bored with her life on the California coast, feisty Marina Crafts tempts the heart of Sebastian de la Cruz, a Spanish aristocrat who has docked his ship in the harbor, and finds him pursuing her on her own territory. Original.",['Helen Conrad'],http://books.google.com/books/content?id=1mLG3BMi_ngC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=1mLG3BMi_ngC&q=Stranger%27s+Embrace+(Heartfire+Romance)&dq=Stranger%27s+Embrace+(Heartfire+Romance)&hl=&cd=1&source=gbs_api,Zebra Books,1992,http://books.google.nl/books?id=1mLG3BMi_ngC&dq=Stranger%27s+Embrace+(Heartfire+Romance)&hl=&source=gbs_api,"['science fiction, classic, dystopia']",
1892950677,Wet Work - The Definitive Edition,"What Anne Rice did for vampire fiction, Philip Nutman has done for the zombie genre . . . an impressive first novel.--John Scaleri, ""The Horror Factory.""","['Philip Nutman', 'Douglas E. Winter']",http://books.google.com/books/content?id=NF1HAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=NF1HAAAACAAJ&dq=Wet+Work+-+The+Definitive+Edition&hl=&cd=1&source=gbs_api,,9/1/2007,http://books.google.nl/books?id=NF1HAAAACAAJ&dq=Wet+Work+-+The+Definitive+Edition&hl=&source=gbs_api,"['science fiction, classic, dystopia']",
082177123X,The Wrong Mr. Wright (Zebra Regency Romance),"When her reputation is ruined by notorious rogue Mr. George Wright, Diana Somerville is forced to embark on a fake bethrothal to Stephen Wright, the Viscount of Endicott and George's half-brother, to salvage her character, but the more time she spends with Stephen, the more she longs to make their engagement real. Original.",['Patricia Bray'],http://books.google.com/books/content?id=-mMpYzRinloC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=-mMpYzRinloC&q=The+Wrong+Mr.+Wright+(Zebra+Regency+Romance)&dq=The+Wrong+Mr.+Wright+(Zebra+Regency+Romance)&hl=&cd=1&source=gbs_api,Zebra Books,2002,http://books.google.nl/books?id=-mMpYzRinloC&dq=The+Wrong+Mr.+Wright+(Zebra+Regency+Romance)&hl=&source=gbs_api,"['science fiction, classic, dystopia']",52
B000NM0YYW,My Irish Love,"Continuing the enchanting chronicles of the fabulous Nuala Anne McGrail and her spear-carrying husband Dermot, bestselling author Andrew M. Greeley takes them once again to Ireland for another thrill-packed adventure. Back on the Emerald Isle, Nuala and Dermot soon get the feeling that someone is out to get them. They find themselves dodging multiple explosions, and someone starts shooting at Nuala while she is water-skiing in the cold Atlantic. Meanwhile, the handsome parish priest, Father Jack, has given Dermot the diary of a young Chicago newspaperman. Written in the year 1882, the diary tells in horrendous detail an intriguing story of a mass murder and a trumped-up trial in which one of Ireland's greatest heroes was accused of the murders without a shred of evidence. These two stories, ancient and modern, soon get mixed up, and they make for an utterly fascinating tale of murder, betrayal, and redemption with Nuala and her magical powers at the center of it all. Andrew Greeley not only tells us a riveting tale of adventure and derring-do, he gives us a picture of modern-day prosperous Ireland and the engaging and, of course, sometimes villainous people who live there. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Andrew M. Greeley'],http://books.google.com/books/content?id=07nLzWhckLUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=07nLzWhckLUC&pg=PT171&dq=My+Irish+Love&hl=&cd=1&source=gbs_api,Forge Books,3/15/2002,https://play.google.com/store/books/details?id=07nLzWhckLUC&source=gbs_api,"['science fiction, classic, dystopia']",
B000K8PBXS,"CATNAP (MIDNIGHT LOUIE, NO 1)","Free-lance public relations expert Temple Barr teams up with Midnight Louie, the sleuthing tomcat, to investigate the murder of a publisher at the Las Vegas ABA and the kidnapping of Baker & Taylor's feline corporate mascots from their ABA booth.",['Carole Nelson Douglas'],,"http://books.google.nl/books?id=gGdLPgAACAAJ&dq=CATNAP+(MIDNIGHT+LOUIE,+NO+1)&hl=&cd=1&source=gbs_api",Tor Books,1992,"http://books.google.nl/books?id=gGdLPgAACAAJ&dq=CATNAP+(MIDNIGHT+LOUIE,+NO+1)&hl=&source=gbs_api","['science fiction, classic, dystopia']",
B0008C7ODQ,The professor's house,This bittersweet tale about a professor's desire to stay in his old study and cling to what used to be on the eve of moving into a new house sparks deep introspection in a story that explores a mid-life crisis and family life in a 1920s Midwestern college town.,['Willa Cather'],http://books.google.com/books/content?id=a6E3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=a6E3EAAAQBAJ&printsec=frontcover&dq=The+professor%27s+house&hl=&cd=1&source=gbs_api,Courier Dover Publications,7/14/2021,https://play.google.com/store/books/details?id=a6E3EAAAQBAJ&source=gbs_api,"['science fiction, classic, dystopia']",
373870302,Never Alone (Love Inspired #30),"Never Alone by Lyn Cote released on Apr 24, 1998 is available now for purchase.",['Lyn Cote'],http://books.google.com/books/content?id=3LjMwGu49RkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=3LjMwGu49RkC&q=Never+Alone+(Love+Inspired&dq=Never+Alone+(Love+Inspired&hl=&cd=1&source=gbs_api,Harlequin Books,4/24/1998,http://books.google.nl/books?id=3LjMwGu49RkC&dq=Never+Alone+(Love+Inspired&hl=&source=gbs_api,"['science fiction, classic, dystopia']",1
B0006W0TD0,Android at arms,"When Andas Kastor awakens in an alien land, he must figure out if he’s the true emperor of his home world or an evil double In a stark, arid wasteland, a man awakens from a frozen state. As he stares out his narrow slit of a window, he has no memory of how he got there—or why. All he knows is his name: Andas Kastor, Imperial Prince of Inyanga. But instead of the luxurious trappings of his royal palace, he’s in a hellish, storm-lashed place punctuated by howling winds and shattering streaks of lightning. And he’s not alone. In this uninhabited world, he meets five other survivors, also of noble birth. They include the scaled, emerald-haired Elys of Posedonia and clawed, fanged Lord Yolyos of Sargol. They all speak the same Basic language, as befits those from neighboring spheres. Were they abducted, spirited to this alien planet, and held in mind-lock while evil doppelgangers ruled in their places? After a daring escape, Andas returns to Inyanga—only to discover that decades have passed and another sits on his throne. Now, hunted across barriers of time, Andas must fight external and internal enemies to save his civilization and uncover the truth about his identity.",['Andre Norton'],http://books.google.com/books/content?id=XdS5CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=XdS5CgAAQBAJ&printsec=frontcover&dq=Android+at+arms&hl=&cd=1&source=gbs_api,Open Road Media,12/1/2015,https://play.google.com/store/books/details?id=XdS5CgAAQBAJ&source=gbs_api,"['science fiction, classic, dystopia']",6
452274613,User: A Novel (Plume Books),"Tells the story of Apollo, a New York City street hustler, prostitute, and drug addict",['Bruce Benderson'],,http://books.google.nl/books?id=tw-GQgAACAAJ&dq=User:+A+Novel+(Plume+Books)&hl=&cd=1&source=gbs_api,Dutton Adult,1994,http://books.google.nl/books?id=tw-GQgAACAAJ&dq=User:+A+Novel+(Plume+Books)&hl=&source=gbs_api,"['science fiction, classic, dystopia']",6
1583140980,Swept Away (Arabesque),"As the head of a highly regarded child welfare agency, Veronica Overton is one of the most respected women in Baltimore. But when a child placed in foster care is harmed, Veronica is criticized in the media by fiery children's advocate Schyler Henderson.",['Gwynne Forster'],http://books.google.com/books/content?id=mf2CAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mf2CAAAAQBAJ&printsec=frontcover&dq=Swept+Away+(Arabesque)&hl=&cd=1&source=gbs_api,HarperCollins UK,8/28/2013,https://play.google.com/store/books/details?id=mf2CAAAAQBAJ&source=gbs_api,"['science fiction, classic, dystopia']",
515140694,"Longarm and the Ungrateful Gun (Longarm, No. 327)","Longarm’s got to spend lead—to save face. Deputy U.S. Marshal Custis Long is sent to Arkansas to escort a hired gun back to Colorado for trial. But Longarm only gets Famous Frank Hungerford as far as the nearest train station before he’s played a fool. Five dead men later, Famous Frank is free. And Longarm’s blood is boiling… Hot on Famous Frank’s trail, Longarm gets some Charity in West Texas—a bank gal named Charity, that is. Her pillowtalk leads Longarm to a cattle baron recruiting an army of hard cases to start a range war. War may be hell. But a hoodwinked Longarm is the devil himself…",['Tabor Evans'],http://books.google.com/books/content?id=lbOhefMx0ZIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=lbOhefMx0ZIC&pg=PT29&dq=Longarm+and+the+Ungrateful+Gun+(Longarm,+No.+327)&hl=&cd=1&source=gbs_api",Penguin,1/31/2006,https://play.google.com/store/books/details?id=lbOhefMx0ZIC&source=gbs_api,"['science fiction, classic, dystopia']",1
553578596,Wicked Fix: A Home Repair is Homicide Mystery,"Do-it-yourself killer fixes small-town thug... For ex-Wall Streeter Jacobia Tiptree and her teenaged son, Sam, September promises tranquil days winter-proofing their rambling handyman's special of a home in Eastport, Maine. But there's nothing idyllic about this Down East autumn. For starters, the return of truly vicious native son Reuben Tate stirs up the town. And when somebody slits Reuben's throat and hangs his corpse on the cemetery gate, the police trace a bloodied scalpel to surgeon Victor Tiptree-Jacobia's former husband. Yet Jake knows her troublesome, trouble-prone ex is capable of just about anything except murder. Proving that, though, is another matter. Eastport is packed with tourists and former residents for the annual Salmon Festival - and Jake soon realizes any Eastporter, past or present, has motive for Tate's murder. To nail the real killer, Jake and her best friend, Ellie White, must probe a past as rotten as crumbling clapboard, while a secret hatred builds toward a series of murders even more brutal than Reuben Tate himself...",['Sarah Graves'],http://books.google.com/books/content?id=h09zAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=h09zAwAAQBAJ&printsec=frontcover&dq=Wicked+Fix:+A+Home+Repair+is+Homicide+Mystery&hl=&cd=1&source=gbs_api,Hachette UK,8/28/2014,https://play.google.com/store/books/details?id=h09zAwAAQBAJ&source=gbs_api,"['science fiction, classic, dystopia']",
1594930007,Fall Guy (Detective Inspector Carol Ashton Mystery),The 16th Detective Inspector Carol Ashton mystery.,['Claire McNab'],http://books.google.com/books/content?id=PQfbAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=PQfbAAAACAAJ&dq=Fall+Guy+(Detective+Inspector+Carol+Ashton+Mystery)&hl=&cd=1&source=gbs_api,Detective Inspector Carol Asht,2004,http://books.google.nl/books?id=PQfbAAAACAAJ&dq=Fall+Guy+(Detective+Inspector+Carol+Ashton+Mystery)&hl=&source=gbs_api,"['science fiction, classic, dystopia']",
B000855ACA,"The shape of things to come,","When Dr Philip Raven, an intellectual working for the League of Nations, dies in 1930 he leaves behind a powerful legacy - an unpublished 'dream book'. Inspired by visions he has experienced for many years, it appears to be a book written far into the future: a history of humanity from the date of his death up to 2105. The Shape of Things to Come provides this 'history of the future', an account that was in some ways remarkably prescient - predicting climatic disaster and sweeping cultural changes, including a Second World War, the rise of chemical warfare, and political instabilities in the Middle East.",['H.G. Wells'],http://books.google.com/books/content?id=c5xPLYo8ZQQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=c5xPLYo8ZQQC&printsec=frontcover&dq=The+shape+of+things+to+come,&hl=&cd=1&source=gbs_api",Penguin UK,5/26/2005,https://play.google.com/store/books/details?id=c5xPLYo8ZQQC&source=gbs_api,"['science fiction, classic, dystopia']",
373870310,Shelter of His Arms (Love Inspired #31),"When an emotionally vulnerable Paige Hawthorne's beloved employer died under mysterious circumstances, Jonah Sterling promised to help unravel the mystery. And when Paige's very own life was threatened, Jonah vowed to protect the woman he cherished. But years of trauma had shattered Paige's illusions about love. Still Jonah refused to believe that a happy Christian marriage was an impossible dream. And he knew that if he could restore Paige's faith in the heaven above, anything was possible.",['Sara Mitchell'],http://books.google.com/books/content?id=CrgMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=CrgMAAAACAAJ&dq=Shelter+of+His+Arms+(Love+Inspired&hl=&cd=1&source=gbs_api,Harlequin Books,6/1/1998,http://books.google.nl/books?id=CrgMAAAACAAJ&dq=Shelter+of+His+Arms+(Love+Inspired&hl=&source=gbs_api,['Fiction'],2
1931190623,Four Empty Walls,,['Megan Somogyi'],http://books.google.com/books/content?id=uq8YPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=uq8YPQAACAAJ&dq=Four+Empty+Walls&hl=&cd=1&source=gbs_api,Neshui Pub,2003,http://books.google.nl/books?id=uq8YPQAACAAJ&dq=Four+Empty+Walls&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",
155817382X,Terrible Tuesday (Executioner No 34),"In Terrible Tuesday, Don Pendleton's phenomenally successful hero Mack Bolan invades California for the second phase of his bloody blitz against the Mafia!",['Don Pendleton'],,http://books.google.nl/books?id=seJIPgAACAAJ&dq=Terrible+Tuesday+(Executioner+No+34)&hl=&cd=1&source=gbs_api,Pinnacle Books,6/1/1990,http://books.google.nl/books?id=seJIPgAACAAJ&dq=Terrible+Tuesday+(Executioner+No+34)&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",1
316560561,The Kind of Light That Shines On Texas,"In voices that are hip and raunchy, bemused and sardonic, award-winning writer Reginald McKnight conjures a chorus of narratives that reveal the African-American middle class to be a crucible of human experience. Outrageously inventive, disarmingly comic, and urgently disturbing, this collection brings a disparate cast of characters face to face with fault lines of identity and the limbo of living between cultures. The Kind of Light That Shines on Texas was first published by Little, Brown and Company in 1992. This edition is published in cooperation with the Living Writers course at Colgate University.",['Reginald McKnight'],http://books.google.com/books/content?id=gOqMPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=gOqMPwAACAAJ&dq=The+Kind+of+Light+That+Shines+On+Texas&hl=&cd=1&source=gbs_api,,1992,http://books.google.nl/books?id=gOqMPwAACAAJ&dq=The+Kind+of+Light+That+Shines+On+Texas&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",
1886513716,Cool Of The Evening: The 1965 Minnesota Twins,"In 1965, the Minnesota Twins were an endless surprise. Baseball was the nation s sport, and it gave people a little break from the world. The Minnesota Twins powerful lineup drew huge crowds in cities such as New York, Boston, and Los Angeles. But in an upper Midwest storm-filled year, the Minnesota Twins were the perfect storm. When the World Series between the Twins and the Dodgers arrived Minneapolis was vibrant with red, white, and blue bunting. The Twins scored six times in the third inning of the first World Series game ever played in Minnesota. Decades after the 1965 World Series fans lined up for autographs of their heroes. This is the story of the team, the players, the games of the 1965 Minnesota Twins.",['Jim Thielman'],http://books.google.com/books/content?id=gvy_CfLmcrsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=gvy_CfLmcrsC&printsec=frontcover&dq=Cool+Of+The+Evening:+The+1965+Minnesota+Twins&hl=&cd=1&source=gbs_api,Kirk House Publishers,2005,http://books.google.nl/books?id=gvy_CfLmcrsC&dq=Cool+Of+The+Evening:+The+1965+Minnesota+Twins&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",
B000HC76NK,The Blue Ice,"A ruthless fortune hunter sails to Norway to unlock the mystery of the Blue Ice in this sweeping adventure at the edge of the world. Bill Gansert thrived during World War II. An industrial genius, he mobilized millions of men and machines for the fight against fascism, but when the war is through, he’s cut adrift. Unmoored in a country that doesn’t need him anymore, Gansert takes to the sea, embarking on an adventure that will take him to the ends of the earth—and show him the desperate treachery that lies within man’s soul. It’s been ten years since adventurer George Farnell disappeared after setting out to make his fortune in the frozen wilds of Norway. Two lines of poetry and a shard of rock are all that remain of him, and only Gansert has the wit to understand Farnell’s final discovery—and the daring to seize it for his own. With a small crew, he sets out for the Arctic Circle to a whaling station in the icy shadows of the mountain known as Blue Ice, where he will make his fortune anew—or be destroyed by his own poisonous ambition. Inspired by author Hammond Innes’s travels among the whalers of Norway, The Blue Ice is a story of hard-driving adventure as only the acclaimed writer of Atlantic Fury, The Wreck of the Mary Deare, and other classics could tell it.",['Hammond Innes'],http://books.google.com/books/content?id=69LkDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=69LkDAAAQBAJ&printsec=frontcover&dq=The+Blue+Ice&hl=&cd=1&source=gbs_api,Open Road Media,10/25/2016,https://play.google.com/store/books/details?id=69LkDAAAQBAJ&source=gbs_api,"['historical fiction, indonesian literature, asia']",
B000I4OC7K,LifeSupport,"From New York Times bestselling author Tess Gerritsen, a terrifying novel of deadly proportions as an ER doctor tries to determine the cause and cure of a fatal and mysterious virus before it becomes an epidemic. The quiet overnight shift at Springer Hospital ER suits Dr. Toby Harper just fine—until she admits a man in critical condition from a possible viral infection of the brain. The delirious man barely responds to treatment—and then disappears without a trace. Before Toby can find him, a second case occurs, revealing a terrifying fact: the virus can only be spread through direct tissue exchange. Following a trail of death that winds from a pregnant sixteen-year-old prostitute to her own home, Toby discovers the unthinkable: the epidemic didn't just happen—someone let it loose....",['Tess Gerritsen'],http://books.google.com/books/content?id=s-bKpPSlbbUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=s-bKpPSlbbUC&q=LifeSupport&dq=LifeSupport&hl=&cd=1&source=gbs_api,Pocket Books,8/1/1998,http://books.google.nl/books?id=s-bKpPSlbbUC&dq=LifeSupport&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",
785745319,Ferguson Rifle,"The classic Western, now newly repackaged as part of Bantam's Louis L'Amour's Lost Treasures program--with never-before-seen material from Louis and his son, Beau L'Amour. It began with gold that had once belonged to Montezuma. Stolen and cached in a church in Mexico, it was recovered by two army officers who fled north for the French settlements. Along the way one stabbed the other to death. The remaining officer was eventually killed by Plains Indians, but he buried the treasure just before he died. Now Ronan Chantry, a handful of trappers, and an Irish girl whose father was killed after telling her a few vague landmarks are searching for the lost treasure. But they are not alone. The girl's uncle, Rafen Falvey, wants it, too. Like Chantry, he is well educated, bold, and determined. Under different circumstances the two men might have been friends. But in all likelihood it wouldn't have made any difference. When it comes to gold, even friendship doesn't keep men from killing each other. Louis L’Amour’s Lost Treasures is a project created to release some of the author’s more unconventional manuscripts from the family archives. In Louis L’Amour’s Lost Treasures: Volumes 1, Beau L’Amour takes the reader on a guided tour through many of the finished and unfinished short stories, novels, and treatments that his father was never able to publish during his lifetime. L’Amour’s never-before-seen first novel, No Traveller Returns, faithfully completed for this program, is a voyage into danger and violence on the high seas. These exciting publications will be followed by Louis L’Amour’s Lost Treasures: Volume 2. Additionally, many beloved classics will be rereleased with an exclusive Lost Treasures postscript featuring previously unpublished material, including outlines, plot notes, and alternate drafts. These postscripts tell the story behind the stories that millions of readers have come to know and cherish.","[""Louis L'Amour""]",http://books.google.com/books/content?id=h7zjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=h7zjDwAAQBAJ&pg=PT9&dq=Ferguson+Rifle&hl=&cd=1&source=gbs_api,Bantam,5/26/2020,https://play.google.com/store/books/details?id=h7zjDwAAQBAJ&source=gbs_api,"['historical fiction, indonesian literature, asia']",
1894869745,Bourbon and Bliss,,['Larry Rochelle'],http://books.google.com/books/content?id=UQzkPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=UQzkPQAACAAJ&dq=Bourbon+and+Bliss&hl=&cd=1&source=gbs_api,Zumaya Publications,9/1/2002,http://books.google.nl/books?id=UQzkPQAACAAJ&dq=Bourbon+and+Bliss&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",2
1583146407,The Flip Side of Money (Sepia),"Successful career woman Tabetha Murphy finds her new marriage to Gilbert threatened by his desire to have another child, and by the arrival of Marlon, the father of her first child who abandoned her years ago and who now, armed with serious money, wants her back. Original.",['Earl Sewell'],http://books.google.com/books/content?id=dGqSwQKuq58C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=dGqSwQKuq58C&q=The+Flip+Side+of+Money+(Sepia)&dq=The+Flip+Side+of+Money+(Sepia)&hl=&cd=1&source=gbs_api,Kimani Sepia,2005,http://books.google.nl/books?id=dGqSwQKuq58C&dq=The+Flip+Side+of+Money+(Sepia)&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",2
758208375,How I Stole Her Husband,"Former rich girl Alison Bell gets a job as a live-in nanny and discovers that her new boss is none other than her high-school sweetheart who is now married to her bitter rival, forcing Alison to take drastic and hilarious neasures to win him back and get revenge. Original.",['Liz Ireland'],http://books.google.com/books/content?id=WGyMCWZ5Fr4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=WGyMCWZ5Fr4C&dq=How+I+Stole+Her+Husband&hl=&cd=1&source=gbs_api,Kensington Books,2005,http://books.google.nl/books?id=WGyMCWZ5Fr4C&dq=How+I+Stole+Her+Husband&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",
373765274,The Heart Of A Stranger (Lone Star Country Club),"""THERE ARE ALL KINDS OF CAGES."" Once the glamorous mistress to a high-powered mob boss, Natalie Pascal was now a kept woman of a very different sort. Her new keeper: U.S. Marshal Zack Ryder, the handsome man assigned to give her a new identity and a chance to cleanse her torrid past. Soon, only her guardian's presence could comfort her, only his touch could chase away her nightmares. Zack always played by the rules and that meant never getting involved with a witness. If Natalie's cover was compromised, she'd be given a new life—one he'd know nothing about. But trying to deny his desire for the vulnerable beauty was compromising his very ability to see danger approaching. By succumbing to Natalie's siren song, Zack could destroy his career and maybe his own safety. Now, who was keeping whom?",['Sheri WhiteFeather'],http://books.google.com/books/content?id=fpWnQSonsDwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fpWnQSonsDwC&pg=PT7&dq=The+Heart+Of+A+Stranger+(Lone+Star+Country+Club)&hl=&cd=1&source=gbs_api,Silhouette,10/1/2010,https://play.google.com/store/books/details?id=fpWnQSonsDwC&source=gbs_api,"['historical fiction, indonesian literature, asia']",
B0007EIXY4,Footsteps,"Lose yourself in In His Father’s Footsteps, Danielle Steel's sweeping historical story of survival, courage, ambition and the bond between three generations of family. Germany, 1945. As the Americans liberate the Buchenwald concentration camp, among the survivors are teenagers Emmanuelle and Jakob, who fell in love despite the suffering surrounding them. With help, they make their way to New York, resolved to make a new life on the Lower East Side, working at gruelling, poorly paid jobs. Decades later, Jakob has achieved enormous success, showing his son Max that America is truly the land of opportunity. Max is a Harvard graduate with friends among the wealthiest families in the world, and he chooses a perfect bride to start the perfect American family. Max’s lavish lifestyle is unimaginable to his cautious, old-world parents. But after the birth of his children, and with a failing marriage, he fears his wife is keeping secrets. Adrift and afraid, Max must learn what it means to live up to his parents ideals and discover what is truly important in life.",['Danielle Steel'],http://books.google.com/books/content?id=ZR9VDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ZR9VDwAAQBAJ&printsec=frontcover&dq=Footsteps&hl=&cd=1&source=gbs_api,Pan Macmillan,10/4/2018,https://play.google.com/store/books/details?id=ZR9VDwAAQBAJ&source=gbs_api,"['historical fiction, indonesian literature, asia']",
B000J3GME6,Mary Jane,"""This is a simple story of the celebration of the life, the peaceful promise, and the lasting legacy of my dear grandmother Mary Jane, who taught without words that you can't put reins on a wandering spirit."" ""An ambitious first novel as rich in retrospection as it is in introspection] that serves as both a how-to guide for all those struggling to come to terms with their own shortcomings, and an arduous journey down the most difficult path of all: the path to one's self. This heartfelt personal narrative is a catalyst for change and an instrument of peace; but above all, it reminds us that love is boundless, even in the face of death."" -Jeremy Weimer, writer, poet, author of ""Plea"" ""Remembering Mary Jane represents a wonderful tribute to God, families, and life. While the author tells the reader that she is not writing the great American novel, she takes the reader through a series of memories that will make one laugh and cry. These memories include life lessons for learning empathy in the purest sense. From Thanksmas to a funeral, the experiences of this family show love, care, compassion, and God's presence. A book you will be glad you read "" -Dr. Eugenia Badger, Indiana University, author of ""Metaphors, Beliefs, and Sayings About the Day of the Dead: A Cross-Cultural Comparison""",['Tamara Jane Owens'],http://books.google.com/books/content?id=5TfiSMp5BioC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=5TfiSMp5BioC&pg=PA36&dq=Mary+Jane&hl=&cd=1&source=gbs_api,AuthorHouse,2011-04,http://books.google.nl/books?id=5TfiSMp5BioC&dq=Mary+Jane&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",
1583140999,Star Crossed (Arabesque),"Lance, recently acquitted of his wife's murder, and Fairen, reeling from her young son's death and a bitter divorce, find growing attraction and love as they team up to investigate who killed Lance's wife.",['Francine Craft'],http://books.google.com/books/content?id=peBlAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=peBlAAAACAAJ&dq=Star+Crossed+(Arabesque)&hl=&cd=1&source=gbs_api,Harlequin Kimani,4/1/2000,http://books.google.nl/books?id=peBlAAAACAAJ&dq=Star+Crossed+(Arabesque)&hl=&source=gbs_api,"['historical fiction, indonesian literature, asia']",
312860935,Too Long at the Dance,"Mike Blakely again takes us on the trail with cowboy musician Caleb Holcomb. Caleb now becomes embroiled in Wyoming's Johnson County War, the Arapaho uprisings, the West's bloody cattle wars, the great cattle drives, and the wild, lawless land rushes that settled the Indian Territory. Through it all Caleb finds music, friends, and wonderful women. But will he ever settle down with Amelia Holcomb, his brother's widow, the only woman he's ever loved? Or will he stay too long at the dance? At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Mike Blakely'],http://books.google.com/books/content?id=LC--lub1Wk0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=LC--lub1Wk0C&pg=PT411&dq=Too+Long+at+the+Dance&hl=&cd=1&source=gbs_api,Forge Books,7/15/1998,https://play.google.com/store/books/details?id=LC--lub1Wk0C&source=gbs_api,"['historical fiction, indonesian literature, asia']",4
1591298415,Free Falling,"Stranded in a Montana blizzard, workaholic attorney Ross Kennedy is rescued by the woman of his dreams—if only Laurie Miller, a psychologist with empathic abilities, can convince him that’s exactly who she is. A strong mutual attraction quickly develops, but as Ross struggles to open his heart to this fascinating woman, Laurie’s empathic gift seems to have vanished. After the two return to Chicago, they endeavor to solve a mystery revolving around a Prohibition Era journal they discovered in Montana. But when a former boyfriend begins to stalk Laurie, Ross must become her protector as well as her lover.",['Sandy James'],http://books.google.com/books/content?id=8HU7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=8HU7DwAAQBAJ&pg=PA34&dq=Free+Falling&hl=&cd=1&source=gbs_api,James Gang Publishing,3/17/2017,https://play.google.com/store/books/details?id=8HU7DwAAQBAJ&source=gbs_api,"['historical fiction, indonesian literature, asia']",
